description,subcategory,,a
Item 2137 3 was missing from DF1130 during opening stock check,Duty Free Items,,62
item no 2074 1(Benefit Gimme Brow Duo Set) missing from DF 211,DF Done Nil Sales,,62
Customers noted that many of the pepper containers where empty,Equipment,,62
Customer claims that she ordered a VGML but she was not on PIL,Duty Free Items,,62
Wine basket shortage  Only 2 wine baskets were loaded on board,Duty Free Targets,,62
On ground the customer asked for upgrade to JC using his miles,DF Done Nil Sales,,62
ALL FC customers were well looked after through out the flight,Equipment,,62
DF 526; HHC NO ET 00976   credit card reader not working (L2),Equipment,,61
Only two metal seals were loaded in the duty free cart DF 584,Seals,,61
HHC is not working HHC series number B0085 Duty free cart 601,Equipment,,61
Duty free item number 2115 drawer 8 of DF173 cart was missing,Duty Free Items,,61
DF Cart 631 was missing one closing red seal in the HHC pouch,Seals,,61
Duty free cart 421 had only 2 metallic seals in the HHQ pouch,Seals,,61
DF 850    After sealing Duty free cart 850 the new seal broke,Seals,,61
INOPERATIVE HHC  DF927 HHC became inoperative after take off,Equipment,,60
HHC number 2121906 printer is defective (DF cart number 264),Equipment,,60
DF CART NUMBER 076 HHC BROKEN   THE PRINTER BACK PART BROKEN,Equipment,,60
DF Item missing   Item number 2090 from drawer 6 was missing,Duty Free Items,,60
DF 1118 item 2187 creed viking The plastic cover was damaged,Duty Free Items,,60
both HHC were inop   there was no DF requests from customers,DF not done,,60
"DF 054   When counted, 454091 couldn't find item number 2112",Duty Free Items,,60
there are only two metal seals in duty free cart number 1036,Duty Free Targets,,60
VGML REQUEST      Please provide VGML to all future bookings,Seals,,60
"Df cart no 999, in drawer 8, item no 2115 was found missing",Duty Free Items,,59
the handheld computers Printer does not print the paper out,Equipment,,59
Item number 2132 from drawer 6 was missing during the count,Duty Free Items,,59
ITEM MISSING   2141 11 Morgan & Oates Gradient Floral Peach,Duty Free Items,,59
Item number 2052 2 (one item) was found missing from DF 599,Duty Free Items,,59
Duty free item 2115 From Drawer 8 of DF173 cart was missing,Duty Free Items,,59
ORANGE SEALS WERE NOT PROVIDED IN BLACKPOUCH IN DF CART 081,Seals,,59
HHC AN00035 is defective Flight could not be closed via HHC,Equipment,,59
"item extra in duty free container 264, drawer 10, item 2135",Duty Free Items,,59
duty free cart  070 door could not be open as it was jammed,Equipment,,59
I BAGGAGE  NOT DELIVERED  TAG NO EK282887WTR NO SYDEK 54349,DF Done Nil Sales,,59
Dr Aisha's IFE stopped working after take off for no reason,Duty Free Items,,59
Customer requests AVML for all subsequent sectors Thank you,Equipment,,59
There was a shortage of Immigration Cards on today's flight,Seals,,59
Survey forms  30 Survey forms received from Market Research,Equipment,,59
"Ms Forneris complained that her IFE screen was not working,",Duty Free Items,,59
Anne Klein charm watch 2018 drawer 6 missing from cart 244,Duty Free Items,,58
DF done nil sales   L2 Safiya 434396   R1 Annemarie 381452,DF Done Nil Sales,,58
DUTY FREE:   Duty Free was not done on the right hand side,DF not done,,58
HHC not working    HHC from DF448 (B 6009) did not turn on,Equipment,,58
DF 1105      The HHC was accidentally left out of the cart,Equipment,,58
Two metal seals were missing for duty free cart number 396,Seals,,58
Not Reading Credit Cards    HHC 2120559 Duty Free cart 488,Equipment,,58
The HHC for DF957 with serial number BA00740 does not work,Equipment,,58
Cart no 1130 missing item no 2137 from drawer no3 Witness:,Duty Free Items,,58
Ground delay of 2h15 due to technical issue with fuel pump,Paper Work,,58
DIRTY EQUIPMENTQuite a few cutlery found with food residue,Equipment,,58
Above mentioned crew operated in higher grade as a grade 1,Equipment,,58
VGML REQUEST    Please provide VGML to all future bookings,Equipment,,58
HHC in wrong DF carts R1 used DF570 hhc L2 used DF569 hhc,Equipment,,57
"DF 226 couldn't be closed, there wasn't paper roll loaded",Paper Work,,57
Hand held computer NET00972 credit card swap doesn't work,Equipment,,57
HHC for Duty free cart 949 didn't work for GVA DXB sector,Equipment,,57
2115 missing drawer 8 cart df389 Witness Stanislav 423163,Duty Free Items,,57
Duty free cart 421 had only 2 metallic seals in HHQ pouch,Seals,,57
Customer TV screen was defective the info bar remained on,Duty Free Items,,57
Cancellation of GFML Mrs Almunif wants to cancel the GFML,Equipment,,57
Mrs Jain would like to have an AVML for the return sector,Duty Free Items,,57
MOD and the kiss tablet didn't sync on the second service,Duty Free Items,,57
HHC ET00835 from DF cart 1005 does not read credit cards,Equipment,,56
Hand Held Computer in Duty Free cart number 1012 is INOP,Equipment,,56
"DF Cart number: DF 300, Item 2064 was missing (drawer 7)",Duty Free Items,,56
HHC not working       HHC BA00815   DF 601   Not working,Equipment,,56
HHC not working       HHC BA00815   DF 601   Not working,Equipment,,56
I accidentally signed DF367 into the next sector CAN DXB,Seals,,56
SPML Request  Customer would like an AVML in his profile,Seals,,56
Lavatory 3MG was activated due to customer Aerosol spray,Duty Free Items,,56
DF 1027 item no 2114 drawer 07 missing (one out of two),Duty Free Items,,55
HHC serial no (BA00995) in DF cart (341) is not working,Equipment,,55
DF837 Missing item 1983 10 (ladies wrap ink blots pink),Duty Free Items,,55
"SEAL MISSING DF CART NO 784, HAD ONE METAL SEAL MISSING",Seals,,55
missing item   2146 drawer 7 (six pendants earring set),Duty Free Items,,55
One metal seal no7501078127 from DF393 cart was missing,Seals,,55
Duty free cart No 916   Metal seal (7501029397) missing,Seals,,55
Card reader of HHC(No ET00771) from DF1055 doesn't work,Equipment,,55
The hand held computer in DF cart no 414was not working,Equipment,,55
LOST SEALS   DF cart :591   The closing seals were lost,Seals,,55
old printed Duty free magazine was loaded for All seats,Duty Free Items,,55
There is an extra item in Drawer 8 DF cart number DF499,Duty Free Items,,55
Customer inflight experience:5 Touch points carried out,Duty Free Items,,55
Customer's seat was not locking in the recline position,Duty Free Items,,55
"Item 2137 3 was missing 3 in one USB charger, Emirates",Duty Free Items,,54
"Duty free item number 2114   7, is missing from DF 171",Duty Free Items,,54
"Item number 2104   Duty free cart number 978, drawer 5",Duty Free Items,,54
"missing item DF381   drawer number 8, item number 2115",Duty Free Items,,54
One metal seal missing from duty free 14A1 A128 DF1128,Seals,,54
2107 5 Buckley Russian Sparkle was missing From DF 023,Duty Free Items,,54
HHC serial number 21204 stopped working on this sector,Equipment,,54
Addition to previous VR Item transferred number 2022 7,Duty Free Items,,54
1x Item 2137 (Emirates 3 1 Charger) missing from stock,Duty Free Items,,54
The Hand Held Computer in DF cart 1149 was not working,Equipment,,54
SPML Cancel  Ms Buccinna would like to cancel her NLML,Duty Free Items,,54
Crew hit customer's knee accidently during the service,Duty Free Items,,54
VGML REQUEST   Ms Sirin would like to request for VGML,Seals,,54
Survey Forms given out  30  Survey Forms collected  30,Duty Free Items,,54
"In DF cart 585, in drawer 5 the item 2136 was missing",Duty Free Items,,53
DF cart 564 item number 2150 from drawer 5 is missing,Duty Free Items,,53
Duty free seals not correct  Duty free showing SYDDXB,Seals,,53
HHC serial number 2121109 in cart 925 was inoperative,Equipment,,53
HHC ET 00710 inop Given message SD card can't be read,Equipment,,53
Item 2114 drawer 7 flight keying missing DF cart 1004,Duty Free Items,,53
"DF HHC was INOP serial number B A01460 , DF cart 1119",Equipment,,53
Missing Item number 2170  Drawer 3 Duty Free Cart 241,Duty Free Items,,53
Item No2182 in Drawer No 10 is missing from DF No 051,Duty Free Items,,53
HANDHELD COMPUTER INOP:   Duty free cart number : 571,Equipment,,53
"Cancel AVML , Provide CHML as requested by the mother",DF Done Nil Sales,,53
IFE screen did not work after 4 attempts at resetting,Duty Free Items,,53
The HHC card reader doesn't work HHC number: ET00610,Equipment,,52
HHC in DF cart 918 was INOP  no sales were possessed,Equipment,,52
DF cart 195 drawer 8 missing item 2120 playing cards,Duty Free Items,,52
Duty free 315 and 316 were both missing the lockpads,Seals,,52
HHC INOP       HHC was unable to print DF number 698,Equipment,,52
2115 item missing drawer 8 DF390 Witness abir 412244,Duty Free Items,,52
DF 217218 Out of four batteries only one was charged,Equipment,,52
item missing:  item no1973 drawer no12 df cart no828,Duty Free Items,,52
MISSING ITEM   Item no2115 from drawer 8 was missing,Duty Free Items,,52
Customer requested to have 2 CHML on his next flight,Equipment,,52
lemon slices not loaded lemon slices were not loaded,Duty Free Items,,52
Customer found a dirty tea spoon in his cutlery pack,Equipment,,52
Duty free machine 0560 from DF cart 226 not working,Equipment,,51
DF1020 SEALS BROKEN BY ACCIDENT FOR BOTH CONTAINERS,Seals,,51
Duty free cart(DF004) was sealed without HHC inside,Equipment,,51
HHC is INOP for DF 447  HHC serial number : AM00043,Equipment,,51
HHC BA01444 was broken before closing the duty free,Equipment,,51
SPML Request    MrChilling would like to order VGML,Special Offers,,51
"ITEM NR 1973 MISSING IN DRAWER 12, CART NUMBER 153",Duty Free Items,,50
item no2115 is missing from drawer08 DF cart no999,Duty Free Items,,50
A seal on one of the containers present but broken,Seals,,50
Special offers not reflected in hand held computer,Special Offers,,50
"duty free cart 552, HHC number ET01035 not working",Equipment,,50
DF902 HHC machine 2120493 c\c reader does not work,Equipment,,50
Hand held computer of Duty Free cart  353 was inop,Paper Work,,50
one opening seal did not match HHC details  DF 080,Seals,,50
there were NIL Duty free sales made on This flight,DF Done Nil Sales,,50
Duty Free green seal were missing from Cart No 345,Seals,,50
Defective credit card reader   DF 1103 HHC ET01017,Equipment,,50
HHC in DF cart 124 on EK367 TPE DXB is not working,Equipment,,50
there were NIL Duty free sales made on This flight,DF Done Nil Sales,,50
VGML request      Please provide a VGML to Mrs Lor,Seals,,50
"DF target 1,300 AED     Total sales for 1,550 AED",Duty Free Targets,,49
Metal seal :7501049930 for DF noDF081 was missing,Seals,,49
Duty free cart(DF004) sealed without HHC(BA00769),Equipment,,49
Hand held computer inoperative duty free cart 680,Equipment,,49
Missing item      Item 1779 9 missing from DF 891,Duty Free Items,,49
DF370 HHC stopped working and ABC 921150 was used,Equipment,,49
NO CANAPES NAPKINS      No Canapés napkin loaded,Duty Free Targets,,49
missing item 2096 11 'haus of Dietrich bracelet',Duty Free Items,,48
DF nb 146     One of the metal seals was missing,Seals,,48
HHC number ET953 from DF cart342 was not working,Equipment,,48
Item  2168 is missing from drawer 11 DF cart 055,Duty Free Items,,48
One metal seal was missing from DF328 into Dubai,Seals,,48
"DUTY FREE item number 2097 from drawer 1,DF 1092",Duty Free Items,,48
closing seals missing DF243 from previous sector,Seals,,48
HH computer inoperative with credit card  DF1009,Equipment,,48
DF done on both sectors but no requests received,DF Done Nil Sales,,48
Dutyfree119 two  closing metal seal were missing,Equipment,,48
CUSTOMER REQUESTS FOR AVML ON HER FUTURE FLIGHTS,Equipment,,48
DF 136 HHC was freezinglagging upon logging out,Equipment,,47
HHC did not have RAM memory and would not start,Equipment,,47
DF cart stock mismatch with DF magazines loaded,Duty Free Items,,47
HHC not working ((not turning on)   HHC BA01466,Equipment,,47
DF number 1091  One item extra Item number 2019,Duty Free Items,,47
HHC INOPERATIVE DF120 NO OPENING STOCK RECEIVED,Equipment,,47
Customer would like to have a vgml special meal,DF not done,,47
IFE not working    IFE was not working properly,Equipment,,47
1881  Very Voluptuous Lip Plumper (1x) missing,Duty Free Items,,46
Df 941 Drawer number 7 item No 2022 is missing,Duty Free Items,,46
ET01002 HHC credit card reader was not working,Equipment,,46
HHC  BA01460  defective(it does not switch on),Equipment,,46
HHC ET762 from Duty free DF257 was inoperative,Equipment,,46
hhc b552 would not let me sign in  DF cart 452,Equipment,,46
Unable to log in to HHC 11809138 Duty Free 527,Equipment,,46
Duty free     Duty free done however NIL sales,DF Done Nil Sales,,46
Duty free cart number 1130 missing item number,Duty Free Items,,46
MISSING ITEM  Missing item 2115 8  DF cart 290,Duty Free Items,,46
Customer requests VGML for the way back please,Duty Free Items,,46
"Missing item  2115 8, DF039 Naeun park 398784",Duty Free Items,,45
"Item number 2136 was missing, drawer 5,DF 517",Duty Free Items,,45
Duty free item 1964 missing from DF cart 1022,Duty Free Items,,45
Duty free was not done Due to time limitation,DF not done,,45
I forgot to seal the two duty free containers,Seals,,45
Duty free    Duty free done however NIL sales,DF Done Nil Sales,,45
HH device 2120466 touchscreen is faulty DF385,Equipment,,45
Items No 2090 4 and 2073 4 missing from DF463,Duty Free Items,,45
